payment_id,invoice_id,payment_date,amount,payment_source
PAY-0000926,INV-2024-000940,2024-09-17,4679.12,Check
PAY-0000897,INV-2025-000911,2025-03-26,5113.57,ACH
PAY-0010930,INV-2025-011130,2025-07-11,2977.24,Check
PAY-0014782,INV-2026-015049,2026-04-14,4595.16,Wire
PAY-0007215,INV-2026-007335,2026-02-11,14215.19,ACH
PAY-0008912,INV-2026-009073,2026-03-09,1404.05,ACH
PAY-0001479,INV-2024-001497,2024-07-29,5433.86,ACH
PAY-0006864,INV-2026-006970,2026-04-23,1624.90,ACH
PAY-0000283,INV-2024-000289,2024-05-17,3587.31,Wire
PAY-0016450,INV-2025-016742,2025-09-12,3787.71,Card
PAY-0013003,INV-2024-013235,2024-05-08,5459.88,Check
PAY-0008694,INV-2024-008853,2024-03-05,1978.34,ACH
PAY-0005370,INV-2026-005448,2026-03-04,1043.70,Check
PAY-0013942,INV-2026-014193,2026-04-17,2619.61,ACH
PAY-0003532,INV-2024-003576,2024-06-14,855.50,Check
PAY-0017794,INV-2025-018111,2025-06-24,7698.12,Check
PAY-0015506,INV-2024-015792,2025-01-29,10261.54,Wire
PAY-0000681,INV-2025-000693,2025-09-02,9191.79,Wire
PAY-0015810,INV-2026-016099,2026-03-02,2443.50,Check
PAY-0010600,INV-2025-010790,2025-06-25,8200.55,ACH
PAY-0018621,INV-2024-018957,2024-03-20,2359.07,Check
PAY-0008778,INV-2025-008939,2025-08-29,3061.14,ACH
PAY-0011340,INV-2025-011544,2025-06-30,6214.81,Check
PAY-0004726,INV-2026-004798,2026-03-20,3607.49,Check
PAY-0006914,INV-2026-007022,2026-04-10,3715.33,Check
PAY-0019294,INV-2024-019638,2024-07-15,4894.49,ACH
PAY-0019127,INV-2025-019467,2025-05-28,472.49,ACH
PAY-0007089,INV-2026-007205,2026-03-03,3020.07,Check
PAY-0009742,INV-2026-009922,2026-04-15,6131.00,Check
PAY-0000689,INV-2026-000701,2026-04-01,5580.14,Wire
PAY-0004019,INV-2026-004077,2026-02-27,4186.75,ACH
PAY-0013224,INV-2024-013462,2024-07-19,6204.64,Check
PAY-0015007,INV-2024-015279,2025-02-28,14407.30,Check
PAY-0010992,INV-2024-011193,2024-10-25,1565.65,ACH
PAY-0011660,INV-2025-011865,2025-11-06,4960.88,Wire
PAY-0006071,INV-2025-006165,2025-12-26,3697.48,ACH
PAY-0005001,INV-2024-005073,2024-09-12,1537.70,Check
PAY-0003209,INV-2024-003250,2024-07-19,6737.28,ACH
PAY-0000748,INV-2026-000760,2026-02-12,5901.45,ACH
PAY-0012782,INV-2024-013012,2024-08-22,3503.01,Card
PAY-0016329,INV-2026-016619,2026-03-06,524.29,Check
PAY-0004546,INV-2024-004613,2024-06-14,6381.10,ACH
PAY-0016895,INV-2025-017197,2025-03-28,3532.58,ACH
PAY-0017432,INV-2026-017745,2026-04-20,6604.84,ACH
PAY-0018993,INV-2026-019333,2026-02-13,12241.75,ACH
PAY-0010457,INV-2024-010646,2024-12-24,4899.64,Check
PAY-0002445,INV-2026-002472,2026-02-27,7763.00,Check
PAY-0001043,INV-2026-001058,2026-03-27,3795.47,ACH
PAY-0009886,INV-2026-010069,2026-03-13,2370.05,Check
PAY-0015535,INV-2024-015821,2024-08-15,5603.35,Check
PAY-0010262,INV-2026-010447,2026-02-09,6173.95,Card
PAY-0003860,INV-2026-003912,2026-04-09,4719.76,ACH
PAY-0015536,INV-2024-015822,2024-09-27,5951.60,ACH
PAY-0011218,INV-2026-011422,2026-04-29,4497.72,ACH
PAY-0006810,INV-2026-006916,2026-04-15,2370.88,ACH
PAY-0004366,INV-2025-004429,2026-01-07,4893.44,ACH
PAY-0004040,INV-2026-004098,2026-03-18,5647.16,ACH
PAY-0011621,INV-2024-011826,2025-01-28,2003.82,ACH
PAY-0005376,INV-2025-005454,2025-03-14,1825.49,Check
PAY-0002742,INV-2026-002775,2026-04-24,1053.68,ACH
PAY-0008963,INV-2025-009125,2025-10-22,3694.49,Check
PAY-0013360,INV-2026-013599,2026-04-09,5046.32,Check
PAY-0018386,INV-2026-018718,2026-03-02,8429.07,ACH
PAY-0007283,INV-2026-007404,2026-03-06,2620.48,Check
PAY-0017430,INV-2026-017743,2026-01-09,7105.68,Wire
PAY-0003196,INV-2024-003237,2024-09-30,15633.52,Check
PAY-0012832,INV-2026-013063,2026-04-21,10291.11,Check
PAY-0008030,INV-2026-008178,2026-03-20,6264.40,ACH
PAY-0006318,INV-2025-006418,2025-05-16,13380.35,ACH
PAY-0016947,INV-2026-017251,2026-04-03,4845.44,ACH
PAY-0003332,INV-2026-003375,2026-03-16,3890.76,ACH
PAY-0001286,INV-2026-001304,2026-04-29,5389.41,ACH
PAY-0016103,INV-2024-016393,2025-02-14,10847.05,ACH
PAY-0011094,INV-2025-011295,2025-06-18,6353.75,ACH
PAY-0001614,INV-2024-001634,2024-08-27,5132.42,ACH
PAY-0004442,INV-2026-004509,2026-02-27,3318.70,Check
PAY-0006103,INV-2025-006198,2025-07-04,6601.37,Card
PAY-0013026,INV-2024-013259,2024-10-11,7788.55,ACH
PAY-0019534,INV-2026-019882,2026-04-17,4333.36,Check
PAY-0007537,INV-2026-007670,2026-04-20,7564.22,Card
PAY-0005954,INV-2026-006047,2026-02-27,3323.66,Check
PAY-0007656,INV-2025-007794,2025-09-16,10359.64,ACH
PAY-0006835,INV-2026-006941,2026-01-30,1010.13,ACH
PAY-0019599,INV-2026-019947,2026-02-23,7573.62,ACH
PAY-0014129,INV-2026-014385,2026-04-28,3157.07,Check
PAY-0008776,INV-2025-008937,2025-06-12,2130.00,Check
PAY-0009991,INV-2026-010174,2026-03-04,9370.40,Check
PAY-0004176,INV-2025-004238,2025-12-04,1557.44,ACH
PAY-0007284,INV-2026-007405,2026-04-20,4921.14,ACH
PAY-0010518,INV-2026-010708,2026-03-05,4387.15,ACH
PAY-0019117,INV-2024-019457,2024-08-30,2758.38,ACH
PAY-0012999,INV-2026-013231,2026-04-20,5229.79,Wire
PAY-0011425,INV-2026-011629,2026-03-26,4050.12,ACH
PAY-0008088,INV-2026-008237,2026-04-08,4603.51,ACH
PAY-0012741,INV-2026-012967,2026-02-06,2863.58,Check
PAY-0014172,INV-2026-014428,2026-02-27,3312.55,ACH
PAY-0012233,INV-2026-012448,2026-03-18,4093.62,Check
PAY-0015275,INV-2024-015547,2024-11-19,5165.25,Check
PAY-0008463,INV-2024-008617,2024-09-13,5650.97,Check
PAY-0000547,INV-2026-000559,2026-02-23,3566.99,ACH
PAY-0010726,INV-2026-010916,2026-04-10,4074.51,ACH
PAY-0013386,INV-2026-013625,2026-03-20,10228.21,ACH
PAY-0016861,INV-2026-017162,2026-03-13,2295.09,ACH
PAY-0017904,INV-2024-018223,2024-07-22,2106.73,Card
PAY-0015159,INV-2026-015431,2026-04-10,100.00,ACH
PAY-0019166,INV-2026-019507,2026-04-09,5909.55,ACH
PAY-0017639,INV-2024-017954,2024-03-22,2483.36,Check
PAY-0014304,INV-2026-014563,2026-03-30,4612.80,ACH
PAY-0001401,INV-2024-001419,2024-04-17,10363.17,ACH
PAY-0011370,INV-2026-011574,2026-03-16,1944.20,Card
PAY-0015819,INV-2025-016108,2025-03-07,11276.74,Check
PAY-0003389,INV-2026-003432,2026-03-20,2047.14,Check
PAY-0001270,INV-2026-001288,2026-02-06,6929.13,Check
PAY-0012567,INV-2026-012789,2026-02-11,6321.08,ACH
PAY-0002390,INV-2026-002417,2026-02-11,18304.07,Check
PAY-0007542,INV-2024-007676,2024-11-25,2928.55,ACH
PAY-0011296,INV-2026-011500,2026-02-03,12597.94,ACH
PAY-0002821,INV-2025-002856,2025-07-09,5462.18,ACH
PAY-0017554,INV-2025-017868,2025-11-28,100.00,ACH
PAY-0008256,INV-2026-008407,2026-02-06,4187.04,ACH
PAY-0008303,INV-2026-008454,2026-02-13,3263.39,Wire
PAY-0017940,INV-2026-018260,2026-03-27,3634.89,ACH
PAY-0003544,INV-2025-003588,2025-12-03,3047.58,Check
PAY-0010795,INV-2026-010988,2026-03-24,8939.65,Card
PAY-0007451,INV-2026-007581,2026-04-07,3630.87,Check
PAY-0010993,INV-2024-011194,2025-01-28,3786.07,Card
PAY-0004799,INV-2026-004871,2026-03-16,640.59,Check
PAY-0010374,INV-2026-010562,2026-04-14,1687.95,Card
PAY-0007877,INV-2026-008025,2026-03-02,4050.49,ACH
PAY-0000825,INV-2025-000837,2025-09-17,100.00,ACH
PAY-0019342,INV-2025-019687,2025-07-16,5141.45,ACH
PAY-0002851,INV-2026-002886,2026-02-12,1810.28,ACH
PAY-0007259,INV-2024-007380,2024-12-06,4530.26,Check
PAY-0002808,INV-2026-002843,2026-03-18,4361.98,ACH
PAY-0003653,INV-2026-003702,2026-02-18,2292.74,Check
PAY-0010068,INV-2025-010252,2025-07-15,3580.22,Check
PAY-0013207,INV-2025-013445,2026-02-13,4415.30,ACH
PAY-0000923,INV-2024-000937,2024-05-30,2004.01,Check
PAY-0006757,INV-2026-006863,2026-02-25,10773.49,ACH
PAY-0008219,INV-2024-008370,2024-05-01,598.90,Check
PAY-0008896,INV-2026-009057,2026-03-17,11146.85,ACH
PAY-0016114,INV-2024-016404,2024-12-04,5083.30,ACH
PAY-0005509,INV-2024-005588,2024-07-09,4858.71,Card
PAY-0010170,INV-2024-010354,2024-10-24,3233.73,Check
PAY-0012573,INV-2024-012795,2024-09-24,1388.30,ACH
PAY-0015301,INV-2025-015573,2025-03-03,9049.96,ACH
PAY-0009751,INV-2024-009932,2024-05-10,6421.87,ACH
PAY-0003249,INV-2024-003290,2024-03-08,10156.10,ACH
PAY-0019113,INV-2024-019453,2024-05-09,4557.22,ACH
PAY-0001130,INV-2026-001146,2026-03-23,5871.37,ACH
PAY-0009887,INV-2026-010070,2026-04-17,3861.05,Check
PAY-0005801,INV-2026-005885,2026-04-03,4939.00,Check
PAY-0008374,INV-2026-008527,2026-03-09,6396.81,Check
PAY-0005214,INV-2025-005291,2025-05-20,6118.61,ACH
PAY-0017646,INV-2025-017961,2025-03-21,6413.08,Check
PAY-0003683,INV-2024-003732,2024-09-06,1856.78,ACH
PAY-0012970,INV-2026-013202,2026-02-13,3316.61,Check
PAY-0019081,INV-2025-019421,2026-02-12,5590.95,Check
PAY-0001823,INV-2026-001846,2026-03-27,11293.22,Card
PAY-0004187,INV-2026-004250,2026-02-03,13674.83,Check
PAY-0000874,INV-2026-000887,2026-04-07,2507.41,Check
PAY-0001248,INV-2026-001266,2026-01-16,4104.12,ACH
PAY-0009884,INV-2026-010067,2026-02-03,100.00,ACH
PAY-0001740,INV-2026-001763,2026-03-27,2852.25,ACH
PAY-0019102,INV-2026-019442,2026-04-24,7788.87,ACH
PAY-0003277,INV-2024-003319,2024-03-04,10522.05,Check
PAY-0017019,INV-2025-017324,2025-08-05,3225.65,ACH
PAY-0009248,INV-2024-009421,2024-06-14,3092.96,Check
PAY-0012069,INV-2025-012281,2025-03-20,6038.76,ACH
PAY-0014593,INV-2024-014859,2024-10-31,27225.78,ACH
PAY-0007809,INV-2025-007953,2025-05-02,3621.10,ACH
PAY-0000932,INV-2025-000946,2025-05-21,1487.68,ACH
PAY-0019360,INV-2026-019705,2026-03-09,5379.24,ACH
PAY-0016560,INV-2026-016854,2026-01-30,6564.92,ACH
PAY-0002206,INV-2026-002231,2026-01-09,3559.50,Check
PAY-0014410,INV-2025-014674,2025-06-17,13349.16,ACH
PAY-0016819,INV-2026-017120,2026-01-26,4220.10,Check
PAY-0007138,INV-2026-007256,2026-02-20,6881.84,Check
PAY-0005377,INV-2025-005455,2025-08-20,7825.40,ACH
PAY-0006010,INV-2026-006103,2026-03-10,5181.11,Check
PAY-0007708,INV-2024-007848,2024-07-15,3356.86,ACH
PAY-0013178,INV-2026-013416,2026-01-30,1691.36,ACH
PAY-0018321,INV-2026-018651,2026-04-22,1739.85,Check
PAY-0004992,INV-2026-005064,2026-02-25,5300.30,ACH
PAY-0018777,INV-2026-019115,2026-03-05,15225.28,ACH
PAY-0014600,INV-2024-014866,2024-03-08,14607.09,Card
PAY-0004412,INV-2025-004478,2025-02-14,3560.05,ACH
PAY-0016427,INV-2025-016719,2025-03-18,6654.85,Check
PAY-0019369,INV-2024-019714,2025-01-03,6331.62,Check
PAY-0001446,INV-2024-001464,2024-09-05,7892.54,ACH
PAY-0003105,INV-2024-003146,2024-11-15,729.54,Check
PAY-0015944,INV-2026-016234,2026-02-25,6331.60,ACH
PAY-0006174,INV-2024-006274,2024-09-19,9559.62,Wire
PAY-0005889,INV-2026-005981,2026-01-26,6219.90,Check
PAY-0017986,INV-2026-018307,2026-04-02,7429.76,Check
PAY-0016713,INV-2025-017013,2026-01-07,2215.96,Check
PAY-0006342,INV-2025-006442,2025-10-03,8132.85,ACH
PAY-0007295,INV-2024-007416,2024-10-08,3035.25,ACH
PAY-0001068,INV-2026-001084,2026-03-05,9626.52,ACH
PAY-0005974,INV-2026-006067,2026-03-06,1561.08,Check
PAY-0008619,INV-2025-008774,2025-08-22,4888.75,Check
PAY-0009139,INV-2026-009307,2026-01-30,2914.90,ACH
PAY-0016862,INV-2026-017163,2026-04-20,5048.52,ACH
PAY-0011388,INV-2025-011592,2025-04-14,3920.22,ACH
PAY-0003697,INV-2025-003746,2026-02-13,3700.61,ACH
PAY-0012789,INV-2026-013020,2026-03-11,12440.88,ACH
PAY-0010776,INV-2026-010968,2026-02-19,7039.50,ACH
PAY-0000564,INV-2026-000576,2026-04-24,3055.26,Wire
PAY-0014132,INV-2024-014388,2024-11-01,10024.23,ACH
PAY-0005264,INV-2024-005341,2024-10-23,2057.64,ACH
PAY-0012453,INV-2026-012675,2026-02-27,1832.35,Check
PAY-0018031,INV-2024-018354,2024-12-11,657.10,Wire
PAY-0011572,INV-2025-011777,2025-11-04,4365.17,ACH
PAY-0017686,INV-2026-018002,2026-03-27,4166.97,ACH
PAY-0001569,INV-2026-001588,2026-04-03,1384.63,ACH
PAY-0008579,INV-2024-008734,2024-04-02,3162.05,Card
PAY-0011769,INV-2026-011975,2026-02-16,7156.44,ACH
PAY-0003567,INV-2026-003611,2026-04-10,2586.69,ACH
PAY-0010240,INV-2025-010425,2025-12-26,12346.33,Card
PAY-0006059,INV-2024-006153,2025-01-10,2327.31,ACH
PAY-0014156,INV-2026-014412,2026-04-06,2142.34,ACH
PAY-0013479,INV-2026-013721,2026-02-16,4478.71,ACH
PAY-0003440,INV-2026-003484,2026-04-10,2953.44,ACH
PAY-0006935,INV-2025-007046,2025-12-23,5090.39,Check
PAY-0012194,INV-2025-012409,2025-02-28,10192.96,ACH
PAY-0006654,INV-2026-006757,2026-02-12,6626.12,Check
PAY-0016347,INV-2026-016637,2026-01-30,3745.30,ACH
PAY-0018218,INV-2025-018545,2025-04-25,1940.00,Check
PAY-0002286,INV-2025-002311,2025-08-15,13303.38,ACH
PAY-0012875,INV-2024-013106,2024-03-15,3109.27,ACH
PAY-0005097,INV-2024-005170,2024-03-21,13138.75,ACH
PAY-0009288,INV-2026-009462,2026-02-27,2552.87,ACH
PAY-0009359,INV-2024-009535,2024-12-06,4097.55,ACH
PAY-0007249,INV-2024-007369,2024-09-20,8302.87,ACH
PAY-0008780,INV-2025-008941,2025-10-03,2878.71,Check
PAY-0016384,INV-2025-016674,2025-10-07,4495.30,ACH
PAY-0006247,INV-2026-006347,2026-03-12,8510.03,ACH
PAY-0019230,INV-2025-019572,2026-02-09,5493.50,ACH
PAY-0008227,INV-2025-008378,2025-03-14,1945.92,ACH
PAY-0006294,INV-2024-006394,2024-09-25,14790.21,ACH
PAY-0012928,INV-2026-013159,2026-03-24,7762.88,Check
PAY-0011335,INV-2024-011539,2024-07-19,4688.19,Check
PAY-0006678,INV-2024-006781,2024-11-20,2674.79,Wire
PAY-0013232,INV-2025-013470,2025-06-26,2603.80,ACH
PAY-0008537,INV-2024-008692,2024-02-23,5547.75,Card
PAY-0009803,INV-2024-009985,2024-12-06,3630.22,Card
PAY-0012877,INV-2024-013108,2024-06-21,3992.87,ACH
PAY-0002905,INV-2025-002942,2025-09-12,2179.75,Card
PAY-0005266,INV-2025-005343,2025-04-18,4861.47,ACH
PAY-0001888,INV-2026-001911,2026-04-02,5493.55,ACH
PAY-0005369,INV-2026-005447,2026-01-30,1624.07,ACH
PAY-0004171,INV-2025-004233,2025-07-03,384.02,ACH
PAY-0014173,INV-2026-014429,2026-04-21,5904.01,Check
PAY-0007366,INV-2024-007489,2024-12-13,6804.70,Check
PAY-0005465,INV-2026-005544,2026-03-25,14083.39,Check
PAY-0014602,INV-2025-014868,2025-02-03,12763.32,ACH
PAY-0012750,INV-2024-012977,2024-05-30,2223.77,ACH
PAY-0002674,INV-2026-002706,2026-04-08,5257.04,ACH
PAY-0004756,INV-2026-004828,2026-01-29,2559.16,Check
PAY-0003423,INV-2026-003467,2026-03-19,2431.28,ACH
PAY-0013209,INV-2026-013447,2026-04-03,4333.30,Check
PAY-0008994,INV-2026-009156,2026-03-27,3838.79,ACH
PAY-0007121,INV-2026-007238,2026-03-27,6887.28,ACH
PAY-0012880,INV-2024-013111,2024-10-23,6936.73,Check
PAY-0003408,INV-2026-003452,2026-03-17,4724.68,ACH
PAY-0008769,INV-2024-008930,2024-11-04,1621.51,ACH
PAY-0003800,INV-2024-003852,2025-01-24,7051.40,Card
PAY-0001851,INV-2026-001874,2026-04-29,2838.51,ACH
PAY-0000898,INV-2025-000912,2025-11-21,7588.46,ACH
PAY-0008589,INV-2025-008744,2025-03-14,1549.11,ACH
PAY-0018115,INV-2026-018441,2026-04-17,2622.86,ACH
PAY-0007655,INV-2025-007793,2025-04-16,13618.65,ACH
PAY-0011937,INV-2026-012149,2026-04-22,4737.05,ACH
PAY-0006583,INV-2024-006686,2024-05-24,16508.45,Check
PAY-0017138,INV-2026-017445,2026-02-20,620.90,Card
PAY-0003942,INV-2026-003998,2026-02-26,2016.70,Check
PAY-0016880,INV-2026-017181,2026-01-29,7935.25,Wire
PAY-0001062,INV-2026-001078,2026-02-06,2608.78,Check
PAY-0019462,INV-2025-019807,2025-09-26,4668.12,ACH
PAY-0013237,INV-2025-013475,2026-01-02,6414.14,ACH
PAY-0016101,INV-2024-016391,2024-03-26,3826.67,Wire
PAY-0014830,INV-2026-015097,2026-04-08,11635.89,ACH
PAY-0008543,INV-2024-008698,2024-12-19,100.00,Check
PAY-0000452,INV-2026-000462,2026-03-20,7734.05,ACH
PAY-0002446,INV-2026-002473,2026-03-23,6258.47,ACH
PAY-0014718,INV-2026-014985,2026-02-11,3530.54,ACH
PAY-0008461,INV-2025-008615,2026-02-03,9949.51,Check
PAY-0006172,INV-2026-006272,2026-04-15,15091.02,ACH
PAY-0001568,INV-2026-001587,2026-02-27,6640.21,Check
PAY-0009312,INV-2026-009486,2026-03-13,100.00,Check
PAY-0009428,INV-2026-009604,2026-03-05,11487.95,Card
PAY-0005378,INV-2025-005456,2026-01-16,8069.25,ACH
PAY-0000714,INV-2026-000726,2026-04-16,4127.22,ACH
PAY-0001971,INV-2026-001994,2026-04-10,3262.91,Wire
PAY-0012286,INV-2024-012504,2024-07-17,4885.95,Check
PAY-0017009,INV-2024-017314,2024-05-07,2625.53,ACH
PAY-0010643,INV-2026-010833,2026-02-13,6777.00,Card
PAY-0011736,INV-2026-011941,2026-04-20,467.75,ACH
PAY-0011536,INV-2026-011741,2026-04-01,7132.96,ACH
PAY-0005414,INV-2026-005492,2026-03-06,4285.12,ACH
PAY-0018867,INV-2024-019205,2024-08-06,2198.93,ACH
PAY-0017847,INV-2024-018165,2024-04-23,5371.60,Card
PAY-0009827,INV-2024-010009,2024-04-19,2186.68,Check
PAY-0016976,INV-2026-017281,2026-04-23,2458.32,ACH
PAY-0003459,INV-2024-003503,2024-05-24,5499.82,ACH
PAY-0011429,INV-2024-011633,2024-05-03,1206.07,ACH
PAY-0012743,INV-2026-012969,2026-04-06,2890.22,ACH
PAY-0015105,INV-2024-015377,2024-07-04,5247.40,ACH
PAY-0017092,INV-2024-017399,2024-09-04,5485.84,Card
PAY-0017137,INV-2026-017444,2026-01-16,3501.27,Check
PAY-0016263,INV-2026-016553,2026-03-27,7615.32,ACH
PAY-0004218,INV-2026-004281,2026-04-27,4437.38,ACH
PAY-0005928,INV-2026-006021,2026-02-26,10483.17,Check
PAY-0007371,INV-2025-007494,2025-09-29,7147.84,ACH
PAY-0013606,INV-2026-013850,2026-01-07,2224.78,Check
PAY-0007365,INV-2024-007488,2024-09-05,4372.47,Card
PAY-0019165,INV-2026-019506,2026-03-03,4775.74,Card
PAY-0018945,INV-2025-019284,2025-07-22,4498.83,ACH
PAY-0007290,INV-2024-007411,2024-02-23,1311.45,Check
PAY-0007763,INV-2026-007905,2026-03-02,1862.17,Check
PAY-0017833,INV-2026-018150,2026-02-20,4789.64,ACH
PAY-0005535,INV-2026-005615,2026-03-25,1482.44,ACH
PAY-0011784,INV-2026-011990,2026-04-24,14366.74,Check
PAY-0009520,INV-2026-009697,2026-03-16,3570.20,ACH
PAY-0016917,INV-2025-017221,2025-09-16,5085.46,Card
PAY-0005128,INV-2026-005201,2026-03-13,2138.04,Check
PAY-0000577,INV-2026-000589,2026-04-01,10368.58,ACH
PAY-0000667,INV-2026-000679,2026-02-10,7187.39,ACH
PAY-0000111,INV-2026-000112,2026-03-03,1643.37,ACH
PAY-0008221,INV-2024-008372,2024-08-13,1120.58,ACH
PAY-0017799,INV-2024-018116,2024-06-18,2358.18,Check
PAY-0003689,INV-2025-003738,2025-05-02,2057.36,ACH
PAY-0000981,INV-2026-000996,2026-03-13,3099.95,Check
PAY-0011043,INV-2024-011244,2024-03-22,2667.15,Check
PAY-0016429,INV-2025-016721,2025-08-05,4450.67,ACH
PAY-0013004,INV-2024-013236,2024-06-20,5317.44,ACH
PAY-0013679,INV-2025-013923,2025-03-18,1842.35,ACH
PAY-0011657,INV-2025-011862,2025-04-18,2767.64,Check
PAY-0017010,INV-2024-017315,2024-06-21,3087.31,Check
PAY-0008616,INV-2025-008771,2025-04-21,3191.65,ACH
PAY-0014929,INV-2024-015200,2024-03-06,6254.66,ACH
PAY-0012130,INV-2024-012344,2024-08-30,13351.91,Check
PAY-0016492,INV-2024-016785,2025-02-28,12509.92,Check
PAY-0018021,INV-2024-018343,2024-03-01,1530.80,ACH
PAY-0017195,INV-2026-017502,2026-02-17,2760.99,Check
PAY-0016111,INV-2024-016401,2024-06-25,7476.51,ACH
PAY-0005540,INV-2024-005620,2024-05-03,4220.59,Check
PAY-0000248,INV-2026-000253,2026-02-06,4462.39,Check
PAY-0018151,INV-2026-018477,2026-02-20,4431.06,Check
PAY-0002377,INV-2026-002402,2026-01-22,204.28,ACH
PAY-0016113,INV-2024-016403,2024-11-01,6212.59,ACH
PAY-0015835,INV-2026-016124,2026-01-16,8524.03,ACH
PAY-0005862,INV-2026-005953,2026-04-10,4178.23,ACH
PAY-0015621,INV-2026-015907,2026-03-27,2975.24,Check
PAY-0000819,INV-2024-000831,2024-12-12,2744.01,ACH
PAY-0016118,INV-2025-016408,2025-06-06,7084.96,ACH
PAY-0019020,INV-2024-019360,2024-03-22,5406.19,Check
PAY-0001352,INV-2026-001370,2026-03-11,100.00,ACH
PAY-0001351,INV-2026-001369,2026-02-18,3146.01,ACH
PAY-0005511,INV-2024-005590,2024-12-10,4088.74,Card
PAY-0007120,INV-2026-007237,2026-02-13,6367.37,ACH
PAY-0008257,INV-2026-008408,2026-03-23,5266.73,Check
PAY-0010454,INV-2024-010643,2024-05-24,4209.97,Check
PAY-0019582,INV-2026-019930,2026-02-13,3947.20,ACH
PAY-0001896,INV-2024-001919,2025-01-29,2780.14,ACH
PAY-0008336,INV-2026-008487,2026-03-06,417.85,ACH
PAY-0000508,INV-2026-000520,2026-03-12,3194.28,Card
PAY-0007440,INV-2026-007570,2026-04-16,8974.19,ACH
PAY-0006927,INV-2024-007038,2024-11-26,2993.88,ACH
PAY-0018901,INV-2025-019239,2026-01-15,3187.38,ACH
PAY-0015778,INV-2026-016066,2026-04-27,3190.59,ACH
PAY-0011603,INV-2026-011808,2026-03-20,2257.02,Check
PAY-0015293,INV-2026-015565,2026-02-27,3353.09,Check
PAY-0014194,INV-2026-014450,2026-03-12,6073.89,Check
PAY-0013525,INV-2024-013769,2025-01-02,3427.20,ACH
PAY-0005095,INV-2026-005168,2026-04-24,3295.29,ACH
PAY-0007090,INV-2026-007206,2026-03-27,4177.42,Check
PAY-0011566,INV-2025-011771,2025-04-21,2118.67,Check
PAY-0014249,INV-2026-014507,2026-03-18,8566.63,Check
PAY-0006274,INV-2024-006374,2024-09-18,904.37,Wire
PAY-0015900,INV-2026-016190,2026-03-31,4336.99,ACH
PAY-0000346,INV-2026-000353,2026-04-20,100.00,Check
PAY-0019312,INV-2025-019656,2025-08-14,9051.49,ACH
PAY-0000675,INV-2024-000687,2024-03-26,100.00,Check
PAY-0004094,INV-2024-004155,2024-10-04,6034.71,ACH
PAY-0011297,INV-2026-011501,2026-04-28,15450.55,ACH
PAY-0015332,INV-2024-015604,2024-05-13,16141.77,ACH
PAY-0016119,INV-2025-016409,2025-08-20,3780.54,ACH
PAY-0010816,INV-2024-011009,2024-04-11,11488.61,Check
PAY-0003533,INV-2024-003577,2024-07-05,2255.14,ACH
PAY-0004668,INV-2025-004740,2025-09-08,10407.97,Card
PAY-0006968,INV-2024-007080,2024-03-15,1243.82,ACH
PAY-0000668,INV-2026-000680,2026-03-06,5312.88,Check
PAY-0003090,INV-2026-003130,2026-02-25,4918.41,ACH
PAY-0016649,INV-2025-016944,2026-01-30,3928.23,ACH
PAY-0007397,INV-2026-007521,2026-04-27,3082.06,ACH
PAY-0004299,INV-2026-004362,2026-03-13,7794.13,Card
PAY-0013447,INV-2024-013687,2024-05-28,11928.16,ACH
PAY-0003062,INV-2024-003101,2024-10-28,2867.01,ACH
PAY-0013864,INV-2024-014111,2024-04-01,8590.91,ACH
PAY-0013650,INV-2026-013894,2026-02-13,7081.24,ACH
PAY-0009845,INV-2025-010027,2025-11-07,1902.80,ACH
PAY-0006382,INV-2025-006483,2026-01-23,4786.26,Check
PAY-0013752,INV-2026-013999,2026-04-13,10449.37,ACH
PAY-0008913,INV-2026-009074,2026-04-23,8353.02,Wire
PAY-0000824,INV-2025-000836,2025-07-03,4563.33,ACH
PAY-0001913,INV-2026-001936,2026-04-03,7859.92,ACH
PAY-0007907,INV-2026-008055,2026-04-17,3410.52,Card
PAY-0009800,INV-2024-009982,2024-10-02,4988.65,ACH
PAY-0012637,INV-2026-012860,2026-02-20,1269.60,ACH
PAY-0019287,INV-2026-019631,2026-02-20,6994.11,ACH
PAY-0000338,INV-2026-000345,2026-04-24,9516.16,ACH
PAY-0017807,INV-2025-018124,2025-05-01,2787.79,Wire
PAY-0012121,INV-2025-012334,2025-06-06,4744.45,ACH
PAY-0004247,INV-2024-004310,2025-01-10,3979.16,Check
PAY-0018112,INV-2026-018438,2026-01-23,2407.42,ACH
PAY-0015811,INV-2026-016100,2026-04-27,2633.04,Wire
PAY-0005181,INV-2024-005256,2024-08-16,3208.29,ACH
PAY-0008459,INV-2025-008613,2025-04-18,6558.50,ACH
PAY-0002726,INV-2026-002759,2026-02-11,1088.31,Card
PAY-0000295,INV-2025-000301,2025-10-22,4880.38,ACH
PAY-0016328,INV-2025-016618,2026-01-20,9027.81,ACH
PAY-0019510,INV-2026-019858,2026-03-11,1967.07,ACH
PAY-0012597,INV-2024-012819,2024-11-21,3263.93,Check
PAY-0017202,INV-2024-017509,2024-07-05,2535.43,Wire
PAY-0017648,INV-2025-017963,2025-07-04,5767.10,ACH
PAY-0013553,INV-2026-013797,2026-01-23,2145.90,ACH
PAY-0011910,INV-2026-012122,2026-03-13,4413.49,Check
PAY-0000944,INV-2024-000959,2024-05-28,3044.33,ACH
