invoice_id,customer_id,invoice_date,due_date,amount,status_id
INV-2024-001684,C-01128,2024-03-20,2024-04-04,1243.48,3
INV-2024-001685,C-01128,2024-05-01,2024-05-16,2958.64,3
INV-2024-001686,C-01128,2024-06-28,2024-07-13,2836.06,3
INV-2024-001687,C-01128,2024-07-26,2024-08-10,2329.84,3
INV-2024-001688,C-01128,2024-08-23,2024-09-07,2137.24,3
INV-2024-001689,C-01128,2024-09-25,2024-10-10,152.86,3
INV-2024-001690,C-01128,2024-11-22,2024-12-07,5185.83,3
INV-2024-001691,C-01128,2024-12-20,2025-01-04,3919.67,3
INV-2025-001692,C-01128,2025-01-27,2025-02-11,3713.18,3
INV-2025-001693,C-01128,2025-02-17,2025-03-04,3579.39,3
INV-2025-001694,C-01128,2025-04-02,2025-04-17,4992.23,3
INV-2025-001695,C-01128,2025-05-08,2025-05-23,1770.15,3
INV-2025-001696,C-01128,2025-06-06,2025-06-21,3763.91,3
INV-2025-001697,C-01128,2025-08-01,2025-08-16,705.75,3
INV-2025-001698,C-01128,2025-09-05,2025-09-20,1883.33,3
INV-2025-001699,C-01128,2025-10-09,2025-10-24,2711.94,3
INV-2025-001700,C-01128,2025-11-21,2025-12-06,2457.22,3
INV-2025-001701,C-01128,2025-12-12,2025-12-27,1753.34,3
INV-2026-001702,C-01128,2026-01-28,2026-02-12,3298.85,1
INV-2026-001703,C-01128,2026-03-03,2026-03-18,3086.73,1
INV-2026-001704,C-01128,2026-04-23,2026-05-08,3478.48,1
INV-2024-001705,C-01129,2024-01-26,2024-02-25,14664.38,3
INV-2024-001706,C-01129,2024-05-31,2024-06-30,17448.43,3
INV-2024-001707,C-01129,2024-09-23,2024-10-23,4864.80,3
INV-2024-001708,C-01129,2024-12-11,2025-01-10,16112.06,3
INV-2025-001709,C-01129,2025-01-29,2025-02-28,12729.56,3
INV-2025-001710,C-01129,2025-07-08,2025-08-07,12622.36,3
INV-2025-001711,C-01129,2025-09-11,2025-10-11,15282.66,3
INV-2025-001712,C-01129,2025-12-10,2026-01-09,14602.97,3
INV-2026-001713,C-01129,2026-02-20,2026-03-22,14099.09,3
INV-2024-001714,C-01130,2024-02-02,2024-02-17,1410.12,3
INV-2024-001715,C-01130,2024-02-16,2024-03-02,5393.49,3
INV-2024-001716,C-01130,2024-04-16,2024-05-01,4543.71,3
INV-2024-001717,C-01130,2024-05-24,2024-06-08,100.00,3
INV-2024-001718,C-01130,2024-06-14,2024-06-29,1646.37,3
INV-2024-001719,C-01130,2024-07-23,2024-08-07,2418.81,3
INV-2024-001720,C-01130,2024-09-09,2024-09-24,3151.56,3
INV-2024-001721,C-01130,2024-10-15,2024-10-30,4233.52,3
INV-2024-001722,C-01130,2024-11-28,2024-12-13,5459.80,3
INV-2025-001723,C-01130,2025-01-03,2025-01-18,4613.61,3
INV-2025-001724,C-01130,2025-02-04,2025-02-19,6293.50,3
INV-2025-001725,C-01130,2025-04-04,2025-04-19,2119.40,3
INV-2025-001726,C-01130,2025-05-05,2025-05-20,3987.18,3
INV-2025-001727,C-01130,2025-05-26,2025-06-10,2314.95,3
INV-2025-001728,C-01130,2025-07-01,2025-07-16,4103.81,3
INV-2025-001729,C-01130,2025-08-22,2025-09-06,8735.92,3
INV-2025-001730,C-01130,2025-10-03,2025-10-18,2348.04,3
INV-2025-001731,C-01130,2025-10-31,2025-11-15,4790.32,3
INV-2025-001732,C-01130,2025-12-22,2026-01-06,5549.58,3
INV-2026-001733,C-01130,2026-02-04,2026-02-19,3524.84,3
INV-2026-001734,C-01130,2026-03-04,2026-03-19,1155.82,3
INV-2026-001735,C-01130,2026-03-26,2026-04-10,5911.15,3
INV-2024-001736,C-01131,2024-01-12,2024-02-26,448.62,1
INV-2024-001737,C-01131,2024-04-19,2024-06-03,4642.12,1
INV-2024-001738,C-01131,2024-06-18,2024-08-02,5589.47,1
INV-2024-001739,C-01131,2024-08-15,2024-09-29,5022.63,3
INV-2024-001740,C-01131,2024-10-24,2024-12-08,1295.24,3
INV-2024-001741,C-01131,2024-12-23,2025-02-06,1451.67,3
INV-2025-001742,C-01131,2025-02-17,2025-04-03,4301.42,3
INV-2025-001743,C-01131,2025-04-21,2025-06-05,4022.83,3
INV-2025-001744,C-01131,2025-06-19,2025-08-03,4893.44,3
INV-2025-001745,C-01131,2025-09-04,2025-10-19,1383.60,3
INV-2025-001746,C-01131,2025-10-24,2025-12-08,3978.55,1
INV-2026-001747,C-01131,2026-02-10,2026-03-27,7637.92,1
INV-2026-001748,C-01131,2026-03-04,2026-04-18,4800.30,2
INV-2024-001749,C-01132,2024-01-25,2024-02-24,1565.71,3
INV-2024-001750,C-01132,2024-03-06,2024-04-05,2680.66,3
INV-2024-001751,C-01132,2024-04-29,2024-05-29,1320.80,3
INV-2024-001752,C-01132,2024-07-15,2024-08-14,2803.67,3
INV-2024-001753,C-01132,2024-09-13,2024-10-13,2013.58,3
INV-2024-001754,C-01132,2024-10-22,2024-11-21,5392.24,3
INV-2024-001755,C-01132,2024-12-20,2025-01-19,4089.28,3
INV-2025-001756,C-01132,2025-02-12,2025-03-14,2965.65,3
INV-2025-001757,C-01132,2025-03-17,2025-04-16,3338.21,3
INV-2025-001758,C-01132,2025-05-19,2025-06-18,1722.41,3
INV-2025-001759,C-01132,2025-07-14,2025-08-13,100.00,3
INV-2025-001760,C-01132,2025-09-01,2025-10-01,2397.17,3
INV-2025-001761,C-01132,2025-10-21,2025-11-20,1060.36,3
INV-2025-001762,C-01132,2025-12-01,2025-12-31,4262.60,3
INV-2026-001763,C-01132,2026-02-20,2026-03-22,2852.25,3
INV-2026-001764,C-01132,2026-03-20,2026-04-19,2889.33,3
INV-2024-001765,C-01133,2024-02-07,2024-03-08,4438.66,3
INV-2024-001766,C-01133,2024-03-06,2024-04-05,6086.84,3
INV-2024-001767,C-01133,2024-04-23,2024-05-23,711.89,3
INV-2024-001768,C-01133,2024-06-10,2024-07-10,9939.42,3
INV-2024-001769,C-01133,2024-07-18,2024-08-17,4101.14,3
INV-2024-001770,C-01133,2024-09-12,2024-10-12,5390.97,3
INV-2024-001771,C-01133,2024-10-22,2024-11-21,4229.61,3
INV-2024-001772,C-01133,2024-12-11,2025-01-10,10149.23,3
INV-2025-001773,C-01133,2025-01-27,2025-02-26,2449.96,3
INV-2025-001774,C-01133,2025-02-12,2025-03-14,7398.45,3
INV-2025-001775,C-01133,2025-03-31,2025-04-30,5291.74,3
INV-2025-001776,C-01133,2025-05-23,2025-06-22,2715.90,3
INV-2025-001777,C-01133,2025-07-04,2025-08-03,6199.76,3
INV-2025-001778,C-01133,2025-08-15,2025-09-14,787.11,3
INV-2025-001779,C-01133,2025-10-10,2025-11-09,3705.46,3
INV-2025-001780,C-01133,2025-11-07,2025-12-07,6028.93,3
INV-2026-001781,C-01133,2026-01-09,2026-02-08,3899.71,3
INV-2026-001782,C-01133,2026-03-02,2026-04-01,5223.44,3
INV-2026-001783,C-01133,2026-04-03,2026-05-03,2375.69,3
INV-2024-001784,C-01134,2024-01-23,2024-02-22,5422.42,3
INV-2024-001785,C-01134,2024-03-01,2024-03-31,4729.13,3
INV-2024-001786,C-01134,2024-05-15,2024-06-14,5160.21,3
INV-2024-001787,C-01134,2024-07-12,2024-08-11,4585.57,3
INV-2024-001788,C-01134,2024-08-02,2024-09-01,4205.04,3
INV-2024-001789,C-01134,2024-09-13,2024-10-13,2833.79,3
INV-2024-001790,C-01134,2024-11-15,2024-12-15,7202.94,3
INV-2025-001791,C-01134,2025-01-21,2025-02-20,4770.51,3
INV-2025-001792,C-01134,2025-02-21,2025-03-23,5782.98,3
INV-2025-001793,C-01134,2025-04-03,2025-05-03,8404.72,3
INV-2025-001794,C-01134,2025-05-27,2025-06-26,1571.30,3
INV-2025-001795,C-01134,2025-08-05,2025-09-04,5503.21,3
INV-2025-001796,C-01134,2025-09-09,2025-10-09,5709.55,3
INV-2025-001797,C-01134,2025-11-07,2025-12-07,5496.41,3
INV-2025-001798,C-01134,2025-12-29,2026-01-28,4673.84,3
INV-2026-001799,C-01134,2026-02-17,2026-03-19,4661.45,3
INV-2026-001800,C-01134,2026-04-14,2026-05-14,3237.42,1
INV-2024-001801,C-01135,2024-04-22,2024-05-22,16147.80,3
INV-2025-001802,C-01135,2025-04-18,2025-05-18,10374.35,3
INV-2026-001803,C-01135,2026-03-13,2026-04-12,5203.22,3
INV-2024-001804,C-01136,2024-02-16,2024-04-01,6405.08,3
INV-2024-001805,C-01136,2024-04-22,2024-06-06,5246.70,3
INV-2024-001806,C-01136,2024-08-05,2024-09-19,2827.21,3
INV-2024-001807,C-01136,2024-09-06,2024-10-21,2557.80,3
INV-2024-001808,C-01136,2024-11-19,2025-01-03,3007.12,3
INV-2025-001809,C-01136,2025-03-28,2025-05-12,6930.89,3
INV-2025-001810,C-01136,2025-05-08,2025-06-22,10264.64,3
INV-2025-001811,C-01136,2025-08-12,2025-09-26,5705.91,3
INV-2025-001812,C-01136,2025-11-06,2025-12-21,4177.11,3
INV-2026-001813,C-01136,2026-01-16,2026-03-02,1510.57,3
INV-2026-001814,C-01136,2026-02-20,2026-04-06,5437.19,3
INV-2024-001815,C-01137,2024-02-06,2024-03-07,5134.64,3
INV-2024-001816,C-01137,2024-03-13,2024-04-12,5719.44,3
INV-2024-001817,C-01137,2024-05-10,2024-06-09,3604.10,3
INV-2024-001818,C-01137,2024-06-07,2024-07-07,4498.71,3
INV-2024-001819,C-01137,2024-07-15,2024-08-14,6579.20,3
INV-2024-001820,C-01137,2024-09-16,2024-10-16,3964.08,3
INV-2024-001821,C-01137,2024-11-11,2024-12-11,4571.80,3
INV-2024-001822,C-01137,2024-12-26,2025-01-25,3442.78,3
INV-2025-001823,C-01137,2025-01-31,2025-03-02,2780.91,3
INV-2025-001824,C-01137,2025-03-12,2025-04-11,2181.07,3
INV-2025-001825,C-01137,2025-05-21,2025-06-20,2691.99,3
INV-2025-001826,C-01137,2025-07-14,2025-08-13,2804.96,3
INV-2025-001827,C-01137,2025-08-21,2025-09-20,5300.57,3
INV-2025-001828,C-01137,2025-10-13,2025-11-12,4018.69,3
INV-2025-001829,C-01137,2025-11-13,2025-12-13,2571.14,3
INV-2025-001830,C-01137,2025-12-23,2026-01-22,3798.48,3
INV-2026-001831,C-01137,2026-02-05,2026-03-07,6770.75,3
INV-2026-001832,C-01137,2026-03-25,2026-04-24,4228.61,2
INV-2024-001833,C-01138,2024-03-13,2024-04-12,8462.80,3
INV-2024-001834,C-01138,2024-06-21,2024-07-21,10005.67,3
INV-2025-001835,C-01138,2025-01-17,2025-02-16,10135.44,3
INV-2025-001836,C-01138,2025-04-25,2025-05-25,9932.70,3
INV-2025-001837,C-01138,2025-08-04,2025-09-03,8620.07,3
INV-2026-001838,C-01138,2026-01-06,2026-02-05,9157.93,3
INV-2024-001839,C-01139,2024-03-15,2024-04-29,2545.88,3
INV-2024-001840,C-01139,2024-06-13,2024-07-28,7282.05,3
INV-2024-001841,C-01139,2024-10-18,2024-12-02,8850.77,3
INV-2025-001842,C-01139,2025-01-31,2025-03-17,10529.18,3
INV-2025-001843,C-01139,2025-04-02,2025-05-17,14923.55,3
INV-2025-001844,C-01139,2025-07-07,2025-08-21,1273.99,3
INV-2025-001845,C-01139,2025-10-28,2025-12-12,5579.08,3
INV-2026-001846,C-01139,2026-02-11,2026-03-28,11293.22,3
INV-2024-001847,C-01140,2024-05-20,2024-07-04,4940.86,3
INV-2024-001848,C-01140,2024-11-29,2025-01-13,9608.24,3
INV-2025-001849,C-01140,2025-08-26,2025-10-10,15959.92,3
INV-2026-001850,C-01140,2026-02-27,2026-04-13,8705.77,3
INV-2024-001851,C-01141,2024-01-30,2024-02-29,10136.12,3
INV-2024-001852,C-01141,2024-09-11,2024-10-11,10518.80,3
INV-2025-001853,C-01141,2025-03-18,2025-04-17,7262.42,3
INV-2025-001854,C-01141,2025-07-21,2025-08-20,7871.55,3
INV-2026-001855,C-01141,2026-04-03,2026-05-03,118.52,2
INV-2024-001856,C-01142,2024-01-26,2024-02-25,100.00,3
INV-2024-001857,C-01142,2024-03-14,2024-04-13,2924.13,3
INV-2024-001858,C-01142,2024-04-17,2024-05-17,1445.75,3
INV-2024-001859,C-01142,2024-06-07,2024-07-07,1967.95,3
INV-2024-001860,C-01142,2024-07-05,2024-08-04,100.00,3
INV-2024-001861,C-01142,2024-09-18,2024-10-18,2283.03,3
INV-2024-001862,C-01142,2024-10-11,2024-11-10,3712.63,3
INV-2024-001863,C-01142,2024-11-22,2024-12-22,1991.98,3
INV-2025-001864,C-01142,2025-01-20,2025-02-19,2900.38,3
INV-2025-001865,C-01142,2025-03-11,2025-04-10,3457.23,3
INV-2025-001866,C-01142,2025-04-17,2025-05-17,971.22,3
INV-2025-001867,C-01142,2025-05-23,2025-06-22,4249.92,3
INV-2025-001868,C-01142,2025-07-02,2025-08-01,2158.80,3
INV-2025-001869,C-01142,2025-08-22,2025-09-21,2355.45,3
INV-2025-001870,C-01142,2025-10-16,2025-11-15,3879.48,3
INV-2025-001871,C-01142,2025-11-07,2025-12-07,3166.54,3
INV-2026-001872,C-01142,2026-01-07,2026-02-06,3965.65,3
INV-2026-001873,C-01142,2026-02-17,2026-03-19,2591.41,3
INV-2026-001874,C-01142,2026-03-31,2026-04-30,2838.51,3
INV-2024-001875,C-01143,2024-05-06,2024-06-05,3701.13,3
INV-2024-001876,C-01143,2024-07-19,2024-08-18,6003.15,3
INV-2025-001877,C-01143,2025-02-12,2025-03-14,9431.46,3
INV-2025-001878,C-01143,2025-03-28,2025-04-27,9286.94,3
INV-2025-001879,C-01143,2025-10-22,2025-11-21,14696.86,3
INV-2025-001880,C-01143,2025-12-31,2026-01-30,10813.23,3
INV-2024-001881,C-01144,2024-01-17,2024-03-02,6860.68,3
INV-2024-001882,C-01144,2024-05-10,2024-06-24,4389.32,3
INV-2024-001883,C-01144,2024-09-20,2024-11-04,6418.96,3
INV-2025-001884,C-01144,2025-01-30,2025-03-16,352.63,3
INV-2025-001885,C-01144,2025-04-22,2025-06-06,9724.77,3
INV-2025-001886,C-01144,2025-08-25,2025-10-09,5722.53,3
INV-2025-001887,C-01144,2025-12-25,2026-02-08,5023.58,3
INV-2026-001888,C-01144,2026-02-27,2026-04-13,3177.29,1
INV-2024-001889,C-01145,2024-01-15,2024-02-14,10359.47,3
INV-2024-001890,C-01145,2024-08-09,2024-09-08,7165.61,3
INV-2025-001891,C-01145,2025-01-28,2025-02-27,8288.36,3
INV-2025-001892,C-01145,2025-04-14,2025-05-14,8900.65,3
INV-2025-001893,C-01145,2025-10-29,2025-11-28,14450.41,3
INV-2026-001894,C-01145,2026-01-02,2026-02-01,9061.67,1
INV-2024-001895,C-01146,2024-02-07,2024-03-23,4484.47,3
INV-2024-001896,C-01146,2024-03-21,2024-05-05,6017.83,3
INV-2024-001897,C-01146,2024-04-24,2024-06-08,4242.40,3
INV-2024-001898,C-01146,2024-06-14,2024-07-29,2008.01,3
INV-2024-001899,C-01146,2024-08-05,2024-09-19,1490.95,3
INV-2024-001900,C-01146,2024-09-24,2024-11-08,1128.98,3
INV-2024-001901,C-01146,2024-10-28,2024-12-12,6905.33,3
INV-2024-001902,C-01146,2024-12-10,2025-01-24,1873.44,3
INV-2025-001903,C-01146,2025-01-17,2025-03-03,5137.73,3
INV-2025-001904,C-01146,2025-03-07,2025-04-21,1001.96,3
INV-2025-001905,C-01146,2025-05-07,2025-06-21,2863.42,3
INV-2025-001906,C-01146,2025-06-18,2025-08-02,5056.80,3
INV-2025-001907,C-01146,2025-08-26,2025-10-10,2935.61,3
INV-2025-001908,C-01146,2025-09-30,2025-11-14,3834.36,3
INV-2025-001909,C-01146,2025-12-03,2026-01-17,3562.19,3
INV-2026-001910,C-01146,2026-01-12,2026-02-26,4582.41,3
INV-2026-001911,C-01146,2026-02-18,2026-04-04,5493.55,3
INV-2026-001912,C-01146,2026-04-20,2026-06-04,6952.44,1
INV-2024-001913,C-01147,2024-01-19,2024-02-18,1599.46,3
INV-2024-001914,C-01147,2024-03-01,2024-03-31,3446.35,3
INV-2024-001915,C-01147,2024-05-21,2024-06-20,7053.46,3
INV-2024-001916,C-01147,2024-07-25,2024-08-24,5647.98,3
INV-2024-001917,C-01147,2024-08-30,2024-09-29,100.00,3
INV-2024-001918,C-01147,2024-10-04,2024-11-03,6327.62,3
INV-2024-001919,C-01147,2024-12-06,2025-01-05,2780.14,3
INV-2025-001920,C-01147,2025-01-24,2025-02-23,3923.82,3
INV-2025-001921,C-01147,2025-04-04,2025-05-04,8059.50,3
INV-2025-001922,C-01147,2025-05-07,2025-06-06,6311.31,3
INV-2025-001923,C-01147,2025-07-18,2025-08-17,8589.41,3
INV-2025-001924,C-01147,2025-08-29,2025-09-28,4752.05,3
INV-2025-001925,C-01147,2025-10-21,2025-11-20,3658.43,3
INV-2026-001926,C-01147,2026-01-07,2026-02-06,3750.81,3
INV-2026-001927,C-01147,2026-01-27,2026-02-26,5008.45,1
INV-2026-001928,C-01147,2026-04-07,2026-05-07,6033.09,1
INV-2024-001929,C-01148,2024-07-22,2024-08-21,10891.19,3
INV-2025-001930,C-01148,2025-04-18,2025-05-18,8299.64,3
INV-2025-001931,C-01148,2025-11-25,2025-12-25,8376.19,3
INV-2024-001932,C-01149,2024-05-15,2024-06-29,10930.96,3
INV-2024-001933,C-01149,2024-11-01,2024-12-16,20623.03,3
INV-2025-001934,C-01149,2025-04-18,2025-06-02,8104.29,3
INV-2025-001935,C-01149,2025-08-05,2025-09-19,17323.03,3
INV-2026-001936,C-01149,2026-02-27,2026-04-13,7859.92,3
INV-2024-001937,C-01150,2024-01-05,2024-02-04,3506.10,3
INV-2024-001938,C-01150,2024-03-22,2024-04-21,5954.75,3
INV-2024-001939,C-01150,2024-05-07,2024-06-06,3332.25,3
INV-2024-001940,C-01150,2024-07-02,2024-08-01,8677.14,3
INV-2024-001941,C-01150,2024-10-03,2024-11-02,6361.01,3
INV-2024-001942,C-01150,2024-11-08,2024-12-08,3490.69,3
INV-2024-001943,C-01150,2024-12-25,2025-01-24,5559.62,3
INV-2025-001944,C-01150,2025-02-07,2025-03-09,6052.03,3
INV-2025-001945,C-01150,2025-05-01,2025-05-31,3849.61,3
INV-2025-001946,C-01150,2025-07-09,2025-08-08,7533.91,3
INV-2025-001947,C-01150,2025-08-22,2025-09-21,3870.74,3
INV-2025-001948,C-01150,2025-10-03,2025-11-02,3622.29,3
INV-2025-001949,C-01150,2025-12-05,2026-01-04,5086.22,3
INV-2026-001950,C-01150,2026-02-03,2026-03-05,4667.51,3
INV-2026-001951,C-01150,2026-03-30,2026-04-29,1923.41,3
INV-2024-001952,C-01151,2024-01-15,2024-02-29,2899.58,3
INV-2024-001953,C-01151,2024-02-23,2024-04-08,6849.21,3
INV-2024-001954,C-01151,2024-04-26,2024-06-10,2739.19,3
INV-2024-001955,C-01151,2024-05-24,2024-07-08,5380.90,3
INV-2024-001956,C-01151,2024-07-19,2024-09-02,4325.08,3
INV-2024-001957,C-01151,2024-08-30,2024-10-14,3799.71,3
INV-2024-001958,C-01151,2024-10-21,2024-12-05,4619.61,3
INV-2024-001959,C-01151,2024-12-05,2025-01-19,4437.94,3
INV-2025-001960,C-01151,2025-01-08,2025-02-22,5245.87,3
INV-2025-001961,C-01151,2025-02-17,2025-04-03,2642.81,3
INV-2025-001962,C-01151,2025-03-31,2025-05-15,7583.25,3
INV-2025-001963,C-01151,2025-05-19,2025-07-03,3978.75,3
INV-2025-001964,C-01151,2025-07-15,2025-08-29,5338.49,3
INV-2025-001965,C-01151,2025-08-22,2025-10-06,7579.19,3
INV-2025-001966,C-01151,2025-09-26,2025-11-10,5753.63,3
INV-2025-001967,C-01151,2025-11-17,2026-01-01,1672.32,3
INV-2025-001968,C-01151,2025-12-24,2026-02-07,5001.58,3
INV-2026-001969,C-01151,2026-02-20,2026-04-06,4518.77,3
INV-2026-001970,C-01151,2026-03-25,2026-05-09,4596.67,4
INV-2024-001971,C-01152,2024-04-05,2024-05-20,12029.90,3
INV-2024-001972,C-01152,2024-11-18,2025-01-02,8125.37,3
INV-2025-001973,C-01152,2025-06-18,2025-08-02,5121.60,3
INV-2026-001974,C-01152,2026-01-14,2026-02-28,6581.44,3
INV-2024-001975,C-01153,2024-01-26,2024-03-11,4044.77,3
INV-2024-001976,C-01153,2024-02-16,2024-04-01,5104.22,3
INV-2024-001977,C-01153,2024-04-02,2024-05-17,6037.13,3
INV-2024-001978,C-01153,2024-05-20,2024-07-04,5064.29,3
INV-2024-001979,C-01153,2024-06-21,2024-08-05,2309.69,3
INV-2024-001980,C-01153,2024-08-09,2024-09-23,4773.30,3
INV-2024-001981,C-01153,2024-09-06,2024-10-21,3910.94,3
INV-2024-001982,C-01153,2024-11-08,2024-12-23,4469.04,3
INV-2024-001983,C-01153,2024-11-28,2025-01-12,2177.30,3
INV-2025-001984,C-01153,2025-01-14,2025-02-28,2458.79,3
INV-2025-001985,C-01153,2025-02-25,2025-04-11,1923.69,3
INV-2025-001986,C-01153,2025-04-08,2025-05-23,4694.73,3
INV-2025-001987,C-01153,2025-06-04,2025-07-19,5132.51,3
INV-2025-001988,C-01153,2025-07-09,2025-08-23,3227.24,3
INV-2025-001989,C-01153,2025-07-25,2025-09-08,5697.73,3
INV-2025-001990,C-01153,2025-09-04,2025-10-19,3640.60,3
INV-2025-001991,C-01153,2025-11-05,2025-12-20,1805.80,3
INV-2025-001992,C-01153,2025-12-25,2026-02-08,6060.84,3
INV-2026-001993,C-01153,2026-01-30,2026-03-16,4508.82,3
INV-2026-001994,C-01153,2026-02-20,2026-04-06,3262.91,3
INV-2026-001995,C-01153,2026-04-03,2026-05-18,5393.41,1
INV-2024-001996,C-01154,2024-04-26,2024-05-26,19464.60,3
INV-2024-001997,C-01154,2024-09-09,2024-10-09,8017.21,3
INV-2025-001998,C-01154,2025-05-02,2025-06-01,13205.96,3
INV-2025-001999,C-01154,2025-09-24,2025-10-24,1530.40,3
INV-2026-002000,C-01154,2026-02-24,2026-03-26,9410.31,3
INV-2024-002001,C-01155,2024-01-22,2024-02-21,15456.07,3
INV-2024-002002,C-01155,2024-05-07,2024-06-06,9234.09,3
INV-2024-002003,C-01155,2024-06-28,2024-07-28,100.00,3
INV-2024-002004,C-01155,2024-10-11,2024-11-10,8621.14,3
INV-2025-002005,C-01155,2025-01-17,2025-02-16,17974.25,3
INV-2025-002006,C-01155,2025-04-23,2025-05-23,16140.37,3
INV-2025-002007,C-01155,2025-07-11,2025-08-10,11153.23,3
INV-2025-002008,C-01155,2025-10-17,2025-11-16,19650.17,3
INV-2025-002009,C-01155,2025-11-25,2025-12-25,6214.22,4
INV-2026-002010,C-01155,2026-02-27,2026-03-29,7752.35,3
INV-2024-002011,C-01156,2024-01-18,2024-03-03,100.00,3
INV-2024-002012,C-01156,2024-03-15,2024-04-29,2614.75,3
INV-2024-002013,C-01156,2024-05-28,2024-07-12,7401.17,3
INV-2024-002014,C-01156,2024-07-29,2024-09-12,3689.39,1
INV-2024-002015,C-01156,2024-08-28,2024-10-12,3547.71,1
INV-2024-002016,C-01156,2024-11-22,2025-01-06,5130.03,1
INV-2025-002017,C-01156,2025-01-24,2025-03-10,3088.69,3
INV-2025-002018,C-01156,2025-02-26,2025-04-12,3163.32,3
INV-2025-002019,C-01156,2025-04-30,2025-06-14,2656.07,3
INV-2025-002020,C-01156,2025-05-30,2025-07-14,5153.68,3
INV-2025-002021,C-01156,2025-07-28,2025-09-11,3068.15,3
INV-2025-002022,C-01156,2025-09-30,2025-11-14,4263.41,3
INV-2025-002023,C-01156,2025-12-16,2026-01-30,3621.43,3
INV-2026-002024,C-01156,2026-01-23,2026-03-09,1610.38,3
INV-2026-002025,C-01156,2026-03-13,2026-04-27,6305.73,3
INV-2024-002026,C-01157,2024-02-21,2024-04-06,3367.10,3
INV-2024-002027,C-01157,2024-03-25,2024-05-09,2411.42,3
INV-2024-002028,C-01157,2024-06-18,2024-08-02,1793.19,3
INV-2024-002029,C-01157,2024-07-16,2024-08-30,6024.89,3
INV-2024-002030,C-01157,2024-09-30,2024-11-14,1034.79,3
INV-2024-002031,C-01157,2024-12-19,2025-02-02,2229.03,3
INV-2025-002032,C-01157,2025-01-31,2025-03-17,1685.19,3
INV-2025-002033,C-01157,2025-03-21,2025-05-05,2485.39,3
INV-2025-002034,C-01157,2025-05-29,2025-07-13,2711.47,3
INV-2025-002035,C-01157,2025-08-01,2025-09-15,100.00,3
INV-2025-002036,C-01157,2025-10-07,2025-11-21,3463.13,3
INV-2025-002037,C-01157,2025-11-21,2026-01-05,3166.81,3
INV-2026-002038,C-01157,2026-02-06,2026-03-23,4101.39,3
INV-2026-002039,C-01157,2026-03-13,2026-04-27,1038.07,3
INV-2024-002040,C-01158,2024-01-19,2024-02-18,5367.91,3
INV-2024-002041,C-01158,2024-02-29,2024-03-30,3266.65,3
INV-2024-002042,C-01158,2024-03-26,2024-04-25,6522.37,3
INV-2024-002043,C-01158,2024-05-17,2024-06-16,3909.11,3
INV-2024-002044,C-01158,2024-06-13,2024-07-13,6994.07,3
INV-2024-002045,C-01158,2024-08-13,2024-09-12,4331.66,3
INV-2024-002046,C-01158,2024-09-16,2024-10-16,2695.09,3
INV-2024-002047,C-01158,2024-10-28,2024-11-27,4297.21,3
INV-2024-002048,C-01158,2024-11-19,2024-12-19,4815.05,3
INV-2024-002049,C-01158,2024-12-27,2025-01-26,3011.11,3
INV-2025-002050,C-01158,2025-01-31,2025-03-02,2125.40,3
INV-2025-002051,C-01158,2025-03-14,2025-04-13,5740.92,3
INV-2025-002052,C-01158,2025-05-08,2025-06-07,2847.78,3
INV-2025-002053,C-01158,2025-05-23,2025-06-22,2407.38,3
INV-2025-002054,C-01158,2025-07-24,2025-08-23,2554.62,3
INV-2025-002055,C-01158,2025-08-12,2025-09-11,4364.93,3
INV-2025-002056,C-01158,2025-10-09,2025-11-08,2721.86,3
INV-2025-002057,C-01158,2025-11-14,2025-12-14,5279.80,3
INV-2025-002058,C-01158,2025-12-25,2026-01-24,4593.72,3
INV-2026-002059,C-01158,2026-01-28,2026-02-27,4918.68,3
INV-2026-002060,C-01158,2026-02-27,2026-03-29,4542.78,3
INV-2026-002061,C-01158,2026-04-13,2026-05-13,4696.73,1
INV-2024-002062,C-01159,2024-03-07,2024-04-06,4972.81,3
INV-2024-002063,C-01159,2024-06-20,2024-07-20,14046.74,3
INV-2024-002064,C-01159,2024-11-01,2024-12-01,11885.21,3
INV-2025-002065,C-01159,2025-02-13,2025-03-15,7095.16,3
INV-2025-002066,C-01159,2025-04-25,2025-05-25,11817.54,3
INV-2025-002067,C-01159,2025-06-30,2025-07-30,11516.34,3
INV-2025-002068,C-01159,2025-12-19,2026-01-18,7031.68,3
INV-2026-002069,C-01159,2026-03-20,2026-04-19,100.00,3
INV-2024-002070,C-01160,2024-02-23,2024-04-08,12462.18,3
INV-2024-002071,C-01160,2024-04-26,2024-06-10,11722.57,3
INV-2024-002072,C-01160,2024-07-18,2024-09-01,11445.41,3
INV-2024-002073,C-01160,2024-11-22,2025-01-06,25174.76,3
INV-2025-002074,C-01160,2025-02-10,2025-03-27,14151.57,3
INV-2025-002075,C-01160,2025-05-16,2025-06-30,20561.57,3
INV-2025-002076,C-01160,2025-09-26,2025-11-10,21737.62,3
INV-2026-002077,C-01160,2026-01-06,2026-02-20,14001.51,3
INV-2026-002078,C-01160,2026-02-20,2026-04-06,8634.19,3
INV-2024-002079,C-01161,2024-01-18,2024-02-02,2609.71,3
INV-2024-002080,C-01161,2024-03-01,2024-03-16,1070.19,3
INV-2024-002081,C-01161,2024-03-25,2024-04-09,3697.72,1
INV-2024-002082,C-01161,2024-05-02,2024-05-17,2064.02,3
